milliseconds,orientationx,orientationy,orientationz,angVelocityx,angVelocityy,angVelocityz,linAccelerationx,linAccelerationy,linAccelerationz,magneticx,magneticy,magneticz,accelerationx,accelerationy,accelerationz,gravityx,gravityy,gravityz,altitude
5559649,340.44,-37.44,66.75,-0.07,-0.20,0.18,0.00,0.07,0.06,21.88,38.50,7.50,-6.06,-7.07,3.01,-5.97,-7.14,3.07,50.24
5559680,339.88,-37.56,66.44,0.00,-0.21,0.16,-0.16,0.14,-0.19,22.56,38.19,7.50,-6.14,-6.98,2.90,-5.98,-7.12,3.09,50.28
5559708,339.31,-37.62,66.25,-0.21,-0.28,0.14,-0.03,0.21,-0.25,22.56,38.19,7.50,-6.03,-6.89,2.87,-5.99,-7.10,3.11,50.27
5559738,338.56,-37.69,66.31,-0.27,-0.35,0.15,0.06,0.22,-0.28,22.56,38.19,7.00,-5.92,-6.87,2.83,-5.99,-7.10,3.11,50.33
5559764,337.75,-37.56,66.50,-0.54,-0.38,0.03,0.08,0.62,-0.03,22.56,38.19,7.00,-5.90,-6.49,3.06,-5.98,-7.12,3.09,50.26
5559791,337.06,-37.25,67.44,-1.20,-0.31,-0.19,0.25,1.50,0.87,24.06,38.19,7.50,-5.66,-5.75,3.77,-5.91,-7.26,2.89,50.29
5559821,336.25,-36.50,70.19,-1.85,-0.22,-0.52,0.32,0.88,-0.15,24.06,38.19,7.50,-5.51,-6.53,2.51,-5.83,-7.41,2.66,50.22
5559849,335.25,-35.50,72.62,-1.42,-0.56,-0.43,-0.19,-0.56,-0.63,23.25,37.75,8.75,-5.58,-8.73,1.84,-5.65,-7.66,2.33,50.27
5559879,334.75,-34.75,73.19,-0.19,-0.50,-0.26,-0.02,-1.42,-0.34,21.75,37.75,11.00,-5.61,-9.13,1.98,-5.59,-7.71,2.32,50.27
5559907,334.69,-34.12,72.50,0.11,-0.47,-0.22,-0.11,0.02,0.27,21.75,37.75,11.00,-5.62,-7.70,2.70,-5.51,-7.73,2.43,50.27
5559934,334.62,-33.44,72.38,-0.24,-0.41,-0.34,0.02,0.72,0.25,22.50,37.38,11.38,-5.38,-7.06,2.72,-5.41,-7.79,2.47,50.20
5559961,334.69,-32.94,72.56,-0.31,-0.31,-0.36,-0.28,0.74,0.16,22.50,37.38,11.38,-5.59,-7.13,2.61,-5.30,-7.87,2.44,50.32
5559989,334.75,-32.25,73.06,-0.42,-0.24,-0.38,-0.29,0.36,-0.08,21.75,37.75,9.69,-5.25,-7.87,2.21,-5.20,-7.96,2.39,50.29
5560020,335.06,-31.44,73.38,-0.10,-0.24,-0.45,-0.07,-0.02,-0.49,21.75,37.75,9.69,-5.19,-8.04,1.89,-5.12,-8.01,2.39,50.31
5560048,335.62,-30.62,72.88,0.35,-0.25,-0.40,0.44,-0.28,-0.65,21.50,38.19,11.38,-4.55,-8.34,1.82,-4.96,-8.06,2.52,50.29
5560079,336.38,-30.12,71.69,0.86,-0.07,-0.22,0.60,-1.29,0.13,21.06,38.19,10.50,-4.32,-9.35,2.78,-4.92,-8.05,2.65,50.37
5560107,337.19,-30.00,70.19,0.88,0.11,-0.00,0.22,-0.80,0.49,21.06,38.19,10.50,-4.68,-8.79,3.36,-4.91,-7.98,2.87,50.36
5560137,337.44,-30.19,69.62,0.45,0.14,0.09,-0.81,-0.32,0.08,20.00,38.50,7.88,-5.75,-8.25,3.04,-4.94,-7.93,2.96,50.32
5560168,337.38,-30.50,69.00,0.17,-0.08,0.19,-0.51,0.24,0.73,20.00,38.50,7.88,-5.49,-7.64,3.76,-4.97,-7.88,3.02,50.31
5560202,336.88,-30.75,68.81,0.14,-0.09,0.23,0.00,-0.22,0.09,20.00,38.88,7.50,-5.01,-8.07,3.13,-5.02,-7.85,3.03,50.37
5560227,336.25,-31.00,69.06,-0.23,-0.16,0.24,0.08,-0.09,0.13,20.75,39.25,7.50,-4.97,-7.94,3.12,-5.05,-7.84,2.99,50.32
5560258,335.69,-31.25,69.31,-0.73,-0.12,0.26,-0.83,0.54,-0.22,20.75,39.25,7.50,-5.94,-7.29,2.68,-5.11,-7.84,2.91,50.36
5560283,334.25,-31.75,70.69,-0.65,-0.19,0.31,-0.38,0.06,-0.17,20.38,39.69,8.38,-5.55,-7.80,2.57,-5.16,-7.87,2.75,50.52
5560317,333.56,-32.00,71.06,-0.31,-0.17,0.30,-0.46,0.73,0.49,20.38,39.69,8.38,-5.68,-7.11,3.19,-5.21,-7.85,2.70,50.45
5560343,333.00,-32.38,70.69,-0.09,-0.15,0.26,-0.62,0.16,0.63,21.06,38.50,8.75,-5.90,-7.64,3.36,-5.27,-7.80,2.73,50.39
5560373,332.00,-32.62,71.50,-1.23,-0.17,0.15,0.44,-0.72,-0.08,21.06,38.50,8.75,-4.84,-8.55,2.53,-5.29,-7.83,2.61,50.41
5560406,330.44,-32.88,73.94,-1.46,-0.12,0.23,0.62,-0.53,-1.10,22.56,37.75,9.19,-4.19,-8.42,1.28,-5.34,-7.92,2.18,50.30
5560433,329.00,-33.44,75.44,-0.75,-0.07,0.42,0.12,-0.26,-0.58,22.56,37.38,10.50,-5.30,-8.17,1.41,-5.43,-7.91,2.00,50.30
5560459,327.75,-34.06,76.25,-0.45,-0.09,0.40,-0.22,0.17,0.26,22.56,37.38,10.50,-5.90,-7.71,2.30,-5.52,-7.87,1.90,50.40
5560488,327.06,-34.38,76.38,0.05,-0.12,0.32,-0.28,0.33,0.44,23.38,35.50,14.50,-5.84,-7.50,2.35,-5.56,-7.84,1.90,50.28
5560517,326.44,-34.88,76.12,-0.08,-0.10,0.30,0.14,0.40,0.27,23.38,35.50,14.50,-5.48,-7.39,2.17,-5.62,-7.80,1.89,50.31
5560544,325.12,-35.44,77.19,-0.63,-0.05,0.26,-0.19,0.02,0.15,24.38,35.50,13.69,-5.87,-7.76,1.92,-5.68,-7.79,1.76,50.25
5560571,324.56,-35.69,77.62,-0.38,-0.03,0.23,-1.23,-0.03,0.81,25.19,34.75,13.69,-6.97,-7.81,2.49,-5.73,-7.77,1.68,50.31
5560602,324.12,-36.06,77.69,0.10,0.04,0.26,-1.46,-0.15,0.81,25.19,34.75,13.69,-7.23,-7.90,2.50,-5.77,-7.74,1.68,50.34
5560628,323.81,-36.69,77.31,0.11,0.14,0.39,0.08,0.19,0.66,25.56,34.75,16.25,-5.77,-7.47,2.38,-5.86,-7.66,1.72,50.27
5560658,323.44,-37.06,77.69,-0.59,0.17,0.28,0.24,-0.72,0.08,25.56,34.75,16.25,-5.69,-8.35,1.69,-5.94,-7.63,1.61,50.33
5560686,322.56,-37.56,79.06,-0.83,0.23,0.25,0.59,-1.15,-0.06,25.56,34.06,13.69,-5.22,-9.04,1.13,-6.00,-7.62,1.39,50.33
5560717,322.00,-38.19,80.44,-0.30,0.52,0.38,0.71,-0.56,0.52,25.56,34.06,13.69,-5.39,-8.13,1.76,-6.11,-7.57,1.23,50.24
5560748,321.94,-39.19,81.19,0.24,0.96,0.58,0.09,-0.16,0.77,27.06,32.56,16.69,-6.15,-7.63,1.89,-6.25,-7.46,1.11,50.28
5560776,322.25,-40.50,82.06,0.22,1.02,0.67,-0.70,-0.02,1.01,25.88,32.69,16.69,-7.33,-7.41,1.79,-6.43,-7.33,0.97,50.32
5560807,322.00,-41.88,83.25,-0.18,0.74,0.79,-0.87,-0.34,-0.82,25.88,32.69,16.69,-7.49,-7.54,-0.02,-6.61,-7.19,0.80,50.35
5560835,320.62,-43.50,84.06,-0.14,0.35,0.99,-0.35,-0.33,-1.20,27.06,31.50,17.19,-6.62,-7.05,-0.33,-6.82,-7.00,0.70,50.34
5560866,319.44,-45.19,84.50,0.08,0.44,0.97,0.77,0.23,-0.62,27.06,31.50,17.19,-6.10,-6.37,0.29,-7.02,-6.81,0.62,50.29
5560897,318.75,-46.69,85.38,-0.02,0.74,0.77,0.49,1.01,0.13,27.06,30.69,18.50,-6.69,-5.63,0.61,-7.19,-6.65,0.47,50.30
5560925,318.44,-47.81,86.94,-0.19,0.74,0.55,0.21,0.99,0.09,27.06,30.69,18.50,-7.05,-5.57,0.43,-7.30,-6.53,0.28,50.26
5560956,317.88,-48.69,88.25,-0.22,0.41,0.48,-0.38,0.86,-0.51,28.19,29.19,19.88,-7.79,-5.73,-0.44,-7.39,-6.43,0.15,50.21
5560985,317.06,-49.31,89.00,-0.26,0.11,0.33,-0.43,0.50,-0.85,29.25,28.19,21.19,-7.87,-5.87,-0.74,-7.45,-6.36,0.08,50.20
5561016,316.38,-49.69,89.62,-0.31,0.03,0.13,-0.28,0.45,-0.78,29.25,28.19,21.19,-7.68,-5.90,-0.64,-7.48,-6.33,0.01,50.22
5561047,315.88,-49.75,90.06,-0.26,-0.01,0.06,0.11,0.27,-0.46,29.25,27.50,20.69,-7.37,-6.04,-0.49,-7.49,-6.32,-0.02,50.31
5561075,315.38,-49.94,90.31,-0.20,-0.09,0.09,-0.02,0.13,-0.31,29.25,27.50,20.69,-7.57,-6.19,-0.25,-7.51,-6.30,-0.04,50.23
5561106,314.81,-50.12,90.44,-0.21,-0.13,0.13,-0.29,0.11,-0.20,28.88,27.06,21.56,-7.82,-6.16,-0.17,-7.53,-6.27,-0.05,50.17
5561134,314.12,-50.38,90.50,-0.21,-0.14,0.15,-0.28,0.01,0.00,29.69,26.75,20.69,-7.84,-6.23,-0.05,-7.56,-6.23,-0.06,50.28
5561166,313.38,-50.62,90.62,-0.29,-0.15,0.11,-0.08,0.04,0.06,29.69,26.75,20.69,-7.57,-6.17,0.08,-7.58,-6.21,-0.07,50.28
5561195,312.69,-50.75,90.88,-0.32,-0.13,0.08,0.14,0.06,0.20,30.06,26.75,21.19,-7.43,-6.16,0.10,-7.60,-6.19,-0.10,50.26
5561224,311.94,-50.94,91.12,-0.35,-0.12,0.11,0.15,0.09,0.35,30.06,26.75,21.19,-7.45,-6.08,0.23,-7.61,-6.17,-0.12,50.25
5561254,311.06,-51.12,91.50,-0.45,-0.07,0.11,-0.01,0.21,0.45,30.00,25.56,21.19,-7.65,-5.93,0.28,-7.64,-6.13,-0.18,50.28
5561283,310.06,-51.31,92.12,-0.44,-0.01,0.08,-0.32,0.44,0.53,30.25,24.06,21.56,-7.98,-5.67,0.30,-7.65,-6.12,-0.23,50.36
5561309,309.62,-51.38,92.69,-0.25,0.02,0.02,-0.64,0.70,0.59,30.25,24.06,21.56,-8.30,-5.41,0.30,-7.66,-6.11,-0.30,50.43
5561338,309.31,-51.31,92.94,-0.19,0.04,-0.06,0.97,-1.15,0.44,31.06,24.06,22.88,-6.67,-7.27,0.10,-7.65,-6.12,-0.33,50.35
5561368,309.00,-51.50,93.44,-0.14,0.10,0.30,-0.27,0.21,0.91,31.06,24.06,22.88,-7.96,-5.85,0.52,-7.68,-6.07,-0.38,50.42
5561398,308.88,-51.62,94.38,-0.22,0.45,0.01,-0.81,0.28,0.64,30.75,24.06,22.50,-8.50,-5.77,0.12,-7.68,-6.06,-0.52,50.43
5561426,308.88,-51.50,96.00,-0.49,0.36,-0.07,-1.20,0.08,-0.73,30.75,24.06,22.50,-8.76,-6.04,-1.75,-7.67,-6.06,-0.68,50.43
5561457,308.31,-51.44,96.88,-0.36,-0.06,0.02,0.77,-0.04,-1.23,31.50,23.75,24.19,-6.89,-6.10,-1.97,-7.67,-6.05,-0.74,50.33
5561486,307.50,-51.56,97.00,-0.23,-0.16,0.04,1.00,0.17,-0.63,30.75,23.38,25.19,-7.03,-5.80,-1.23,-7.68,-6.04,-0.74,50.26
5561517,307.38,-51.62,96.88,0.10,-0.04,0.06,0.32,0.20,0.04,30.75,23.38,25.19,-7.58,-5.77,-0.13,-7.69,-6.03,-0.72,50.27
5561548,307.31,-51.75,96.69,-0.01,-0.03,0.05,0.08,0.26,0.79,29.69,22.69,25.19,-7.61,-5.75,0.07,-7.70,-6.01,-0.71,50.35
5561576,307.06,-51.81,96.94,-0.22,-0.01,0.00,0.46,0.25,0.92,29.69,22.69,25.19,-7.27,-5.67,0.29,-7.70,-6.01,-0.75,50.35
5561607,306.88,-51.69,97.69,-0.34,0.26,-0.10,0.20,0.31,1.07,31.06,23.38,24.19,-7.61,-5.75,0.10,-7.68,-6.02,-0.86,50.40
5561635,307.00,-51.31,99.06,-0.33,0.40,-0.17,-0.17,0.20,0.78,30.75,23.06,23.38,-7.84,-5.83,-0.17,-7.64,-6.05,-1.01,50.41
5561661,307.31,-50.94,100.38,-0.34,0.43,-0.15,-0.66,0.07,-0.17,30.75,23.06,23.38,-8.19,-5.95,-1.85,-7.60,-6.07,-1.16,50.40
5561690,307.44,-50.62,101.44,-0.23,0.27,-0.14,-0.32,0.30,-0.67,30.38,22.25,26.50,-7.91,-5.78,-1.91,-7.58,-6.09,-1.23,50.41
5561719,307.62,-50.44,101.94,-0.18,0.27,-0.16,-0.01,0.36,-0.47,30.38,22.25,26.50,-7.56,-5.75,-1.79,-7.54,-6.11,-1.32,50.33
5561750,307.94,-49.94,103.00,-0.28,0.20,-0.17,0.03,0.08,-0.23,29.25,22.69,26.00,-7.47,-6.05,-1.64,-7.50,-6.14,-1.41,50.26
5561779,307.88,-49.69,103.62,-0.51,0.19,-0.14,0.25,-0.45,-0.41,27.75,21.88,27.38,-7.21,-6.61,-1.95,-7.47,-6.16,-1.53,50.29
5561809,307.50,-49.50,104.69,-0.33,0.09,-0.05,0.01,-0.18,-0.69,27.75,21.88,27.38,-7.43,-6.34,-2.33,-7.45,-6.15,-1.64,50.43
5561837,307.12,-49.38,105.00,-0.12,-0.13,-0.11,-0.27,0.27,-0.94,28.19,20.75,28.19,-7.71,-5.83,-2.54,-7.44,-6.17,-1.63,50.35
5561868,307.06,-49.19,104.31,0.04,-0.35,-0.22,-0.20,0.38,-0.73,28.19,20.75,28.19,-7.61,-5.84,-2.29,-7.41,-6.22,-1.55,50.33
5561898,307.00,-48.81,103.25,0.06,-0.50,-0.40,0.00,0.25,-0.58,29.25,21.56,28.19,-7.35,-6.05,-2.02,-7.36,-6.31,-1.43,50.33
5561927,307.44,-48.19,101.56,0.29,-0.68,-0.58,0.13,0.33,-0.51,28.19,22.25,27.75,-7.12,-6.03,-1.82,-7.28,-6.44,-1.24,50.29
5561958,308.06,-47.38,99.31,0.38,-0.84,-0.70,0.04,0.64,-0.82,28.19,22.25,27.75,-7.13,-5.96,-1.81,-7.17,-6.60,-0.99,50.36
5561986,308.69,-46.25,97.06,0.36,-0.95,-0.90,-0.04,0.70,-0.86,28.19,23.75,24.69,-7.00,-6.03,-1.69,-7.03,-6.78,-0.76,50.44
5562012,309.69,-44.75,94.81,0.55,-0.99,-1.15,0.31,0.89,-0.83,28.19,23.75,24.69,-6.60,-6.08,-1.24,-6.83,-7.01,-0.47,50.50
5562042,311.50,-42.75,91.81,0.81,-1.04,-1.36,0.00,1.07,-0.60,28.88,25.25,24.69,-6.64,-6.12,-0.83,-6.65,-7.19,-0.23,50.55
5562071,313.50,-40.19,88.81,0.79,-1.19,-1.61,-0.39,1.15,0.05,28.88,25.25,24.69,-6.72,-6.32,0.20,-6.33,-7.48,0.15,50.51
5562101,315.44,-37.06,86.31,0.39,-1.30,-1.93,-0.65,0.65,0.04,28.56,27.88,21.56,-6.57,-7.15,0.54,-5.91,-7.80,0.49,50.44
5562129,316.88,-34.62,85.06,0.29,-1.31,-2.30,-0.93,0.35,0.50,26.25,31.19,20.25,-6.32,-7.80,1.28,-5.38,-8.15,0.78,50.31
5562159,319.69,-30.38,83.50,0.29,-1.33,-2.76,-1.06,0.02,0.45,26.25,31.19,20.25,-5.79,-8.50,1.49,-4.72,-8.53,1.04,50.32
5562188,323.06,-25.19,82.00,0.42,-1.40,-3.14,-1.07,-0.19,0.79,24.75,34.19,17.56,-4.98,-9.17,2.14,-3.87,-8.91,1.32,50.26
5562218,327.19,-18.88,80.75,0.32,-1.61,-3.86,-0.71,-0.50,0.47,24.75,34.19,17.56,-3.50,-9.77,2.03,-2.79,-9.26,1.56,50.31
5562248,332.19,-11.38,79.50,0.63,-1.76,-4.49,-0.01,-0.12,0.18,20.50,37.88,14.06,-1.49,-9.63,2.03,-1.47,-9.51,1.84,50.39
5562277,337.94,-2.88,77.94,0.85,-1.81,-5.04,0.03,0.15,0.03,20.50,37.88,14.06,0.70,-9.14,1.75,0.02,-9.57,2.12,50.35
5562308,344.31,6.31,76.31,1.16,-1.75,-5.37,0.70,1.18,-0.87,11.25,40.88,11.88,2.31,-8.18,1.52,1.61,-9.37,2.40,50.40
5562338,350.81,15.69,74.06,1.48,-1.59,-5.35,0.75,2.14,-1.12,1.56,44.00,10.38,3.72,-6.56,1.48,3.14,-8.89,2.68,50.41
5562368,357.06,24.50,71.38,1.54,-1.30,-5.01,0.63,2.74,-1.40,1.56,44.00,10.38,5.13,-5.46,1.51,4.49,-8.20,2.91,50.38
5562399,2.69,32.50,68.31,1.54,-1.10,-4.47,0.85,2.95,-1.17,-10.50,44.56,6.50,6.46,-4.46,1.92,5.61,-7.41,3.10,50.29
5562428,7.62,39.31,65.31,1.10,-0.87,-3.84,0.78,2.82,-1.33,-10.50,44.56,6.50,7.64,-3.86,1.87,6.47,-6.64,3.17,50.26
5562458,11.75,44.81,62.50,0.99,-0.68,-3.06,1.35,2.45,-1.11,-21.25,42.50,4.19,8.45,-3.49,2.10,7.09,-5.94,3.21,50.33
5562487,14.50,49.19,59.69,1.12,-0.81,-2.37,1.91,2.51,-0.68,-29.56,39.75,3.69,9.54,-2.92,2.68,7.56,-5.33,3.22,50.30
5562518,16.44,53.06,57.81,0.62,-1.20,-2.01,2.34,2.63,-0.09,-29.56,39.75,3.69,10.13,-2.32,2.95,7.97,-4.83,3.04,50.22
5562549,18.69,56.94,58.56,-0.39,-1.53,-1.74,1.80,2.06,-0.62,-33.00,37.00,2.00,10.14,-2.38,2.00,8.33,-4.45,2.63,50.17
5562578,20.94,60.31,61.31,-0.63,-1.52,-1.31,1.40,1.80,-0.67,-33.00,37.00,2.00,9.85,-2.74,1.06,8.60,-4.17,2.18,50.20
5562609,22.38,62.88,64.25,-0.32,-1.20,-0.88,0.75,0.91,-0.51,-36.06,33.00,4.25,9.53,-3.05,1.31,8.77,-3.96,1.83,50.23
5562637,23.62,64.50,66.62,-0.54,-0.66,-0.66,0.26,0.27,-0.34,-38.00,31.56,6.50,9.06,-3.61,1.38,8.88,-3.82,1.61,50.23
5562669,25.44,65.62,67.69,-0.78,-0.06,-0.60,-0.19,-0.34,-0.14,-38.00,31.56,6.50,8.75,-4.04,1.36,8.95,-3.70,1.50,50.21
5562699,27.50,66.38,67.56,-0.73,0.29,-0.56,-0.27,-0.86,-0.23,-39.69,30.19,9.06,8.72,-4.45,1.27,9.00,-3.58,1.50,50.09
5562728,29.31,66.94,65.88,-0.29,0.50,-0.56,0.00,-0.78,-0.61,-39.69,30.19,9.06,9.06,-4.24,0.87,9.03,-3.45,1.60,50.15
5562759,30.69,67.44,62.44,0.14,0.75,-0.71,-0.28,-0.88,-0.87,-40.19,29.88,9.00,8.78,-4.13,0.94,9.06,-3.25,1.82,50.05
5562788,32.44,68.00,56.62,0.20,1.09,-1.09,-0.63,0.20,-0.16,-40.00,27.69,9.00,8.43,-2.64,2.09,9.10,-2.96,2.12,50.07
5562819,35.00,68.44,50.00,-0.24,1.14,-1.23,-0.65,0.23,-0.37,-40.00,27.69,9.00,8.47,-2.42,2.02,9.12,-2.65,2.40,50.06
5562849,37.75,68.69,43.62,-0.28,1.02,-1.20,-0.54,-0.24,-1.07,-41.50,26.56,6.75,8.59,-2.60,1.57,9.14,-2.35,2.65,50.02
5562878,40.25,68.94,37.31,-0.04,0.82,-1.28,-0.36,-0.10,-1.10,-44.19,24.00,5.50,8.80,-2.12,1.82,9.15,-2.01,2.86,50.10
5562909,42.81,69.31,30.81,-0.09,0.55,-1.44,-0.33,-0.13,-0.70,-44.19,24.00,5.50,8.85,-1.78,2.30,9.18,-1.64,3.00,50.14
5562938,45.56,69.88,24.69,-0.33,0.33,-1.41,-0.25,-0.37,-0.89,-45.50,21.00,4.25,8.87,-1.78,2.19,9.21,-1.30,3.08,50.07
5562969,47.94,70.31,19.69,-0.19,0.21,-1.14,-0.41,-0.38,-0.57,-45.50,21.00,4.25,8.82,-1.41,2.55,9.23,-1.02,3.12,50.18
5562999,49.75,70.56,15.81,-0.30,0.07,-0.81,-0.19,-0.23,-0.42,-47.00,18.38,2.88,9.06,-1.07,2.70,9.25,-0.83,3.13,50.18
5563028,51.25,70.81,14.00,-0.56,-0.00,-0.42,-0.20,-0.22,-0.28,-47.00,18.38,2.88,9.01,-1.05,2.91,9.26,-0.77,3.12,50.27
5563059,52.62,70.88,14.44,-0.68,-0.01,-0.02,-0.32,-0.34,0.02,-48.06,15.75,3.75,8.94,-1.17,3.12,9.26,-0.82,3.10,50.17
5563088,53.38,70.81,16.25,-0.75,-0.03,0.17,-0.05,-0.09,-0.09,-47.69,15.38,3.75,9.39,-0.94,3.04,9.26,-0.94,3.07,50.19
5563113,54.00,70.88,18.56,-0.86,-0.13,0.16,0.41,0.09,-0.26,-47.69,15.38,3.75,9.54,-0.78,2.54,9.27,-1.05,3.01,50.17
5563142,55.12,71.12,20.69,-0.86,-0.20,0.04,0.06,0.23,-0.55,-49.19,15.38,4.69,9.35,-0.88,2.41,9.28,-1.11,2.96,50.22
5563171,56.06,71.56,22.31,-0.79,-0.29,-0.11,-0.04,0.26,-0.15,-49.19,15.38,4.69,9.25,-0.91,2.70,9.30,-1.17,2.86,50.15
5563201,57.06,72.00,23.00,-1.00,-0.39,-0.34,-0.33,-0.62,-0.11,-48.38,15.38,4.25,9.00,-1.80,2.62,9.34,-1.18,2.73,50.20
5563230,58.94,72.94,23.25,-0.47,-0.42,-0.68,-0.06,-0.24,0.07,-48.00,14.25,5.06,9.33,-1.33,2.67,9.39,-1.08,2.59,50.26
5563261,60.81,74.12,20.56,-0.05,-0.50,-1.03,0.05,-0.20,-0.46,-48.00,14.25,5.06,9.51,-1.04,1.99,9.45,-0.84,2.46,50.15
5563289,62.56,75.50,14.94,0.18,-0.57,-1.18,0.72,0.79,-0.08,-48.00,13.56,7.75,10.24,0.27,2.21,9.51,-0.51,2.30,50.20
5563319,64.69,77.00,8.00,-0.29,-0.69,-1.17,0.94,0.55,0.13,-48.00,13.56,7.75,10.51,0.33,2.24,9.57,-0.21,2.11,50.20
5563350,66.94,78.19,1.38,-0.34,-0.58,-0.93,1.16,1.49,-0.33,-49.50,11.69,9.06,10.77,1.52,1.61,9.61,0.02,1.95,50.21
5563379,68.50,79.00,-4.69,-0.19,-0.48,-0.68,1.34,1.77,-0.73,-49.06,9.50,10.75,10.82,2.44,0.86,9.63,0.20,1.81,50.29
5563409,69.88,79.88,-9.88,-0.32,-0.68,-0.50,0.74,1.57,-0.81,-49.06,9.50,10.75,10.40,1.90,0.81,9.66,0.33,1.62,50.28
5563438,70.75,81.06,-15.12,-0.03,-0.92,-0.34,-0.04,1.14,-0.50,-48.25,6.88,11.19,9.43,1.52,0.99,9.70,0.42,1.36,50.34
5563469,71.06,82.50,-23.31,0.36,-1.06,-0.38,-0.80,1.14,0.40,-48.25,6.88,11.19,8.92,1.68,1.46,9.73,0.54,1.06,50.17
5563500,71.62,83.75,-3.75,0.12,-1.21,-0.53,-0.82,0.16,0.17,-48.25,6.88,14.25,8.92,0.87,0.89,9.75,0.70,0.71,50.25
5563529,72.06,84.44,-4.75,0.53,-1.25,-0.58,-0.67,0.24,0.62,-47.56,5.75,16.06,9.27,0.98,0.63,9.76,0.87,0.35,50.19
5563559,72.31,84.00,-5.88,0.73,-1.28,-0.75,-0.21,1.54,0.37,-47.56,5.75,16.06,9.53,2.63,0.34,9.74,1.09,-0.03,50.21
5563588,72.81,82.44,-103.56,0.70,-1.37,-0.86,-0.22,0.84,-0.16,-45.25,4.69,17.38,9.55,1.84,-0.66,9.70,1.32,-0.44,50.16
5563614,72.75,80.50,-116.88,1.04,-1.40,-0.64,-0.19,-0.07,-0.13,-45.25,4.69,17.38,9.45,1.41,-1.00,9.65,1.48,-0.87,50.10
5563645,72.31,78.44,-126.25,0.89,-1.40,-0.64,-1.00,1.00,-0.69,-44.50,3.50,18.75,8.60,2.58,-1.85,9.60,1.57,-1.15,50.19
5563673,72.62,75.62,-131.94,0.99,-1.56,-1.12,-1.51,1.12,-1.03,-44.50,3.50,18.75,7.99,2.92,-2.66,9.50,1.80,-1.62,50.15
5563703,72.56,72.25,-136.12,1.70,-1.65,-1.23,-1.71,-0.35,-1.03,-42.25,3.75,24.56,7.62,1.71,-3.18,9.34,2.06,-2.15,50.17
5563732,71.12,68.94,-140.56,1.99,-1.68,-1.15,-1.97,0.63,-0.55,-41.06,2.25,25.88,7.17,2.87,-3.26,9.15,2.23,-2.71,50.30
5563762,70.31,65.19,-143.81,1.79,-1.88,-1.42,-1.38,0.50,-0.52,-41.06,2.25,25.88,7.52,2.92,-3.84,8.90,2.42,-3.31,50.39
5563789,69.62,61.25,-146.75,1.86,-1.96,-1.28,-1.33,-0.01,-0.60,-37.75,4.19,28.06,7.26,2.57,-4.55,8.59,2.58,-3.94,50.29
5563820,68.69,58.75,-149.06,1.91,-1.95,-1.07,-1.33,0.25,0.10,-37.75,4.19,28.06,6.94,2.86,-4.45,8.27,2.61,-4.56,50.18
5563850,66.94,55.19,-152.38,1.65,-1.79,-0.98,-1.19,0.92,0.91,-34.69,4.56,32.69,6.75,3.50,-4.21,7.94,2.58,-5.13,50.19
5563879,66.56,51.88,-154.25,0.99,-1.70,-1.02,-1.27,-0.18,0.11,-31.00,6.50,34.50,6.33,2.46,-5.47,7.60,2.64,-5.59,50.22
5563910,66.88,49.00,-155.50,0.93,-1.39,-0.71,-0.96,0.00,0.97,-31.00,6.50,34.50,6.34,2.66,-4.98,7.31,2.65,-5.96,50.19
5563938,66.81,46.88,-156.69,0.58,-1.07,-0.47,-0.62,0.17,1.11,-28.75,6.75,37.38,6.52,2.81,-5.14,7.09,2.65,-6.22,50.19
5563964,67.50,45.38,-157.12,0.21,-0.71,-0.25,-0.67,0.22,0.43,-28.75,6.75,37.38,6.27,2.89,-5.95,6.94,2.67,-6.38,50.27
5563990,67.12,44.75,-157.81,0.32,-0.29,0.11,-1.09,-0.09,0.52,-25.75,6.75,38.38,5.81,2.53,-5.92,6.90,2.62,-6.44,50.25
5564021,66.50,44.69,-158.31,0.03,0.03,0.21,-1.20,0.80,0.37,-25.75,6.75,38.38,5.70,3.35,-6.10,6.90,2.55,-6.47,50.28
5564050,65.94,45.00,-158.50,-0.15,0.19,0.24,-1.29,0.99,0.17,-24.56,7.88,37.00,5.66,3.52,-6.25,6.96,2.53,-6.42,50.24
5564079,65.56,45.69,-158.38,-0.08,0.45,0.17,-1.57,1.11,0.00,-25.38,8.25,38.88,5.46,3.60,-6.49,7.05,2.51,-6.32,50.32
5564110,65.12,46.50,-157.94,-0.19,0.42,-0.05,-1.35,0.92,-1.81,-25.38,8.25,38.88,5.77,3.47,-8.05,7.12,2.54,-6.23,50.44
5564139,64.75,46.56,-157.81,0.29,-0.01,-0.16,-1.40,0.72,-1.18,-26.88,7.50,38.06,5.67,3.15,-6.74,7.11,2.52,-6.25,50.44
5564170,63.31,46.50,-158.25,0.56,0.10,-0.30,-1.39,0.66,-0.13,-26.88,7.50,38.06,5.71,3.15,-6.40,7.11,2.49,-6.27,50.39
5564201,62.12,46.50,-158.06,0.29,0.26,-0.50,-1.16,0.61,0.33,-27.50,8.25,36.75,5.96,3.16,-5.90,7.12,2.55,-6.23,50.37
5564230,63.69,46.75,-156.31,-0.74,0.47,-0.59,-0.11,-0.01,0.03,-27.06,9.00,37.56,7.05,2.78,-6.04,7.16,2.79,-6.08,50.35
